loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
0,13750,A,MORTGAGE,6e4,36,0-15,0-8
0,1000,D,RENT,25e3,22,0-15,13.5+
0,15000,A,MORTGAGE,75e3,24,0-15,0-8
1,1000,A,RENT,12e3,33,Missing,0-8
0,13000,B,RENT,65004.0,24,0-15,Missing
0,7000,A,MORTGAGE,33600.0,31,0-15,0-8
0,14000,C,RENT,48996.0,31,0-15,11-13.5
0,3000,A,MORTGAGE,56e3,23,0-15,0-8
0,7500,C,MORTGAGE,69654.78,26,15-30,Missing
0,6000,A,MORTGAGE,5e4,32,0-15,0-8
0,7000,A,RENT,68e3,40,0-15,0-8
0,6000,B,RENT,22884.0,23,0-15,11-13.5
0,8000,B,MORTGAGE,65004.0,33,0-15,11-13.5
0,25000,D,RENT,9e4,23,0-15,13.5+
0,3000,A,MORTGAGE,58951.0,21,30-45,0-8
0,4800,C,RENT,32e3,22,0-15,13.5+
0,15000,A,MORTGAGE,90084.0,25,0-15,0-8
0,7000,A,MORTGAGE,64500.0,31,0-15,0-8
0,18000,A,MORTGAGE,155e3,25,0-15,0-8
0,6000,D,MORTGAGE,36e3,28,Missing,13.5+
0,6000,B,MORTGAGE,6e4,22,0-15,8-11
0,10000,C,RENT,12e4,24,0-15,13.5+
0,2800,D,RENT,20800.0,25,0-15,13.5+
0,10000,A,MORTGAGE,61200.0,23,0-15,0-8
0,2000,C,RENT,42996.0,23,15-30,13.5+
0,1800,B,RENT,14400.0,41,Missing,Missing
0,10000,C,RENT,52e3,29,0-15,11-13.5
0,10000,A,MORTGAGE,32004.0,22,0-15,0-8
1,8000,B,RENT,6e4,25,0-15,11-13.5
0,8000,C,RENT,3e4,26,0-15,13.5+
0,7000,A,MORTGAGE,57e3,22,0-15,0-8
0,11500,A,OWN,46800.0,22,0-15,0-8
0,4500,C,RENT,90750.0,52,0-15,13.5+
0,6250,A,MORTGAGE,40542.0,22,15-30,Missing
0,22000,E,MORTGAGE,65e3,26,0-15,13.5+
0,5400,B,RENT,26400.0,23,0-15,8-11
0,10000,A,MORTGAGE,95004.0,23,0-15,0-8
0,22000,B,MORTGAGE,16e4,33,0-15,8-11
1,5000,D,RENT,12e4,38,0-15,13.5+
0,10000,B,MORTGAGE,49500.0,31,0-15,8-11
0,4000,B,RENT,19200.0,25,0-15,Missing
0,5000,A,MORTGAGE,26400.0,30,0-15,0-8
0,7000,C,MORTGAGE,81996.0,22,0-15,13.5+
0,5000,B,RENT,49e3,22,0-15,11-13.5
0,5600,B,MORTGAGE,59e3,21,0-15,11-13.5
0,9700,C,RENT,6e4,37,0-15,13.5+
0,8000,B,MORTGAGE,1e5,33,0-15,11-13.5
0,2500,B,OWN,18720.0,38,15-30,11-13.5
0,10000,C,RENT,24e3,27,Missing,11-13.5
0,1500,C,RENT,21600.0,30,0-15,13.5+
0,6000,D,RENT,104e3,26,0-15,13.5+
0,8400,A,MORTGAGE,12e4,27,0-15,0-8
0,13000,C,MORTGAGE,55e3,26,0-15,13.5+
0,13000,C,MORTGAGE,65004.0,22,0-15,11-13.5
0,19200,D,RENT,55e3,23,0-15,13.5+
0,12000,B,MORTGAGE,2e5,25,0-15,8-11
0,4000,A,MORTGAGE,58e3,28,0-15,0-8
0,8500,A,RENT,44e3,24,0-15,0-8
0,8300,A,RENT,83e3,24,0-15,0-8
0,25000,B,MORTGAGE,65004.0,44,0-15,11-13.5
1,5500,C,RENT,6e4,37,0-15,11-13.5
0,15000,A,RENT,106800.0,29,0-15,Missing
0,5000,D,RENT,66e3,27,0-15,13.5+
0,3250,D,RENT,23004.0,49,0-15,13.5+
0,3500,B,RENT,5e4,22,0-15,Missing
0,15600,C,MORTGAGE,54e3,24,0-15,13.5+
0,12000,A,MORTGAGE,65e3,32,0-15,0-8
0,4800,A,RENT,44e3,27,0-15,0-8
0,7000,C,MORTGAGE,55e3,23,15-30,11-13.5
0,1450,D,RENT,3e4,23,0-15,13.5+
0,8000,A,MORTGAGE,4e4,24,0-15,Missing
1,16000,A,MORTGAGE,6e4,22,0-15,0-8
0,4800,C,MORTGAGE,46140.0,29,0-15,13.5+
0,3500,B,RENT,48e3,33,30-45,11-13.5
0,3250,C,MORTGAGE,68e3,28,0-15,11-13.5
1,3500,B,RENT,36e3,23,Missing,11-13.5
1,3000,B,MORTGAGE,32e3,24,0-15,8-11
0,16000,C,MORTGAGE,1e5,24,0-15,13.5+
0,2000,A,MORTGAGE,45600.0,29,0-15,0-8
1,2500,A,RENT,22406.0,26,0-15,0-8
0,14000,A,RENT,32400.0,26,0-15,0-8
0,16500,D,MORTGAGE,57335.0,31,0-15,13.5+
1,12800,D,MORTGAGE,141996.0,27,0-15,13.5+
0,10000,D,MORTGAGE,42e3,50,0-15,13.5+
0,15000,B,RENT,132e3,27,0-15,11-13.5
0,6000,C,MORTGAGE,56e3,29,0-15,11-13.5
0,7350,B,MORTGAGE,48e3,25,0-15,11-13.5
0,4000,A,RENT,6e4,22,0-15,0-8
0,5000,A,MORTGAGE,45e3,21,0-15,0-8
0,12000,D,MORTGAGE,95142.0,35,15-30,13.5+
0,12000,B,RENT,34500.0,24,0-15,8-11
0,16750,A,MORTGAGE,38400.0,30,15-30,0-8
0,10000,A,RENT,68580.0,30,0-15,0-8
0,3600,D,RENT,15e3,21,0-15,13.5+
0,10000,A,MORTGAGE,16e4,37,0-15,0-8
0,8000,B,MORTGAGE,62e3,30,0-15,Missing
0,15000,D,RENT,6e4,46,0-15,13.5+
0,5400,A,MORTGAGE,36e3,26,0-15,0-8
1,15000,C,RENT,40988.76,26,0-15,13.5+
0,16000,C,RENT,3e4,23,0-15,11-13.5
0,12000,A,MORTGAGE,72984.0,24,0-15,Missing
0,2000,B,MORTGAGE,55200.0,23,0-15,11-13.5
1,7200,B,RENT,25200.0,23,0-15,11-13.5
0,10750,D,MORTGAGE,37400.0,35,0-15,13.5+
0,4200,C,RENT,52e3,32,0-15,11-13.5
1,7000,A,RENT,66e3,24,0-15,0-8
0,12000,D,RENT,82e3,21,0-15,13.5+
0,8000,A,MORTGAGE,53e3,26,0-15,0-8
0,15000,C,MORTGAGE,103970.0,38,0-15,13.5+
0,9600,A,MORTGAGE,132e3,23,0-15,0-8
0,7000,A,MORTGAGE,67e3,35,0-15,0-8
0,5000,C,OWN,44e3,23,0-15,11-13.5
0,10000,D,RENT,84996.0,24,0-15,13.5+
0,7200,D,MORTGAGE,40800.0,36,0-15,13.5+
0,1400,B,RENT,40044.0,26,0-15,11-13.5
0,20000,D,RENT,6e4,30,0-15,13.5+
0,19600,A,MORTGAGE,273655.0,31,0-15,0-8
0,9000,A,MORTGAGE,36e3,25,0-15,0-8
0,2400,B,OWN,22e3,29,Missing,8-11
0,8500,B,OWN,42e3,27,0-15,8-11
0,2800,A,MORTGAGE,86800.0,32,0-15,0-8
0,25000,B,MORTGAGE,134748.0,25,0-15,8-11
1,10000,D,RENT,65e3,23,0-15,13.5+
0,15000,C,MORTGAGE,39700.0,37,0-15,11-13.5
0,2000,B,OWN,11520.0,21,Missing,11-13.5
0,25000,D,MORTGAGE,175e3,30,0-15,Missing
1,8500,A,MORTGAGE,5e4,23,15-30,0-8
0,7000,C,MORTGAGE,13e4,35,0-15,13.5+
0,10000,A,RENT,37e3,30,0-15,0-8
0,8000,D,RENT,54e3,23,0-15,13.5+
0,4800,C,RENT,45e3,23,0-15,13.5+
1,1000,A,RENT,48e3,36,15-30,0-8
0,3000,A,OWN,25e3,25,0-15,0-8
1,2500,A,OWN,8412.0,31,Missing,0-8
0,4000,D,RENT,27e3,21,0-15,13.5+
0,10000,B,RENT,51160.0,24,0-15,8-11
0,4800,C,RENT,42e3,22,0-15,13.5+
0,4000,D,RENT,47e3,25,0-15,13.5+
0,10500,A,MORTGAGE,6e4,23,0-15,Missing
1,8000,B,RENT,50004.0,47,0-15,Missing
0,9000,B,OWN,24864.0,25,15-30,Missing
0,10000,D,RENT,59004.0,27,0-15,13.5+
0,7400,A,MORTGAGE,76160.0,26,15-30,0-8
0,8000,A,MORTGAGE,11e4,25,0-15,0-8
0,2500,A,MORTGAGE,57e3,29,0-15,0-8
0,25000,B,RENT,8e4,33,0-15,11-13.5
0,4000,C,MORTGAGE,35e3,32,0-15,13.5+
0,8000,B,RENT,30996.0,22,0-15,11-13.5
0,25000,B,MORTGAGE,75e3,21,0-15,Missing
0,4800,B,MORTGAGE,36e3,23,0-15,8-11
0,4000,E,RENT,35004.0,28,0-15,13.5+
1,8250,C,RENT,76e3,25,0-15,13.5+
0,12000,A,RENT,4e4,26,0-15,0-8
0,3800,C,RENT,19200.0,25,0-15,13.5+
0,2700,A,RENT,35e3,25,0-15,0-8
0,7000,B,RENT,12e4,23,0-15,8-11
0,4800,B,RENT,30960.0,37,0-15,11-13.5
1,3500,B,RENT,45e3,23,0-15,11-13.5
0,3500,A,MORTGAGE,49e3,24,0-15,0-8
0,24000,B,MORTGAGE,182e3,26,15-30,Missing
0,1500,A,RENT,29004.0,48,0-15,0-8
0,8000,A,RENT,52e3,31,0-15,0-8
0,1500,C,RENT,38004.0,29,0-15,13.5+
0,8000,B,RENT,31e3,41,0-15,8-11
0,7000,D,RENT,26400.0,21,Missing,13.5+
0,13600,A,MORTGAGE,52e3,28,0-15,0-8
0,7000,D,RENT,72700.0,25,0-15,13.5+
0,6000,B,OWN,52e3,23,0-15,8-11
0,8000,A,MORTGAGE,7e4,31,0-15,0-8
1,2400,C,RENT,30720.0,23,0-15,13.5+
0,18000,B,RENT,30996.0,29,0-15,8-11
0,1500,E,RENT,48500.0,22,0-15,13.5+
0,8400,A,RENT,66e3,24,0-15,Missing
0,12000,A,RENT,78e3,26,0-15,0-8
0,6000,B,MORTGAGE,11e4,35,0-15,Missing
0,2500,C,RENT,63e3,23,0-15,13.5+
0,9800,A,MORTGAGE,99996.0,34,15-30,0-8
0,2100,B,MORTGAGE,62e3,25,0-15,11-13.5
0,15000,C,MORTGAGE,51992.0,24,0-15,13.5+
0,2000,B,RENT,5e4,40,0-15,11-13.5
0,4000,B,RENT,37400.0,32,0-15,8-11
0,5000,D,RENT,38e3,29,0-15,13.5+
0,4800,A,MORTGAGE,52e3,24,0-15,Missing
1,2000,B,OWN,56e3,24,15-30,11-13.5
0,6400,A,MORTGAGE,22260.0,25,0-15,0-8
0,8000,A,MORTGAGE,115e3,24,0-15,0-8
0,7800,A,RENT,43e3,26,0-15,0-8
0,15000,A,RENT,65e3,23,0-15,0-8
0,1800,D,OWN,3e4,27,0-15,13.5+
0,6000,B,MORTGAGE,96e3,30,0-15,11-13.5
0,10000,C,MORTGAGE,91e3,23,0-15,13.5+
1,8000,C,RENT,21996.0,25,0-15,13.5+
1,9800,B,MORTGAGE,65e3,26,Missing,11-13.5
0,6000,B,RENT,36628.8,22,0-15,11-13.5
0,12000,A,RENT,69e3,21,0-15,0-8
0,6000,A,MORTGAGE,27983.0,26,0-15,0-8
1,10000,A,RENT,30720.0,26,0-15,0-8
0,2500,C,MORTGAGE,42e3,29,0-15,13.5+
0,17600,A,MORTGAGE,108928.8,27,0-15,0-8
0,17000,B,MORTGAGE,63834.24,26,0-15,11-13.5
0,5000,C,RENT,35e3,22,0-15,11-13.5
0,5600,B,RENT,2e4,21,Missing,8-11
0,13000,A,MORTGAGE,8e4,32,0-15,0-8
0,8000,A,RENT,126252.0,36,15-30,0-8
0,12000,A,RENT,54996.0,26,0-15,0-8
0,10000,A,MORTGAGE,36e3,27,0-15,0-8
0,20000,A,RENT,96e3,33,0-15,0-8
0,15000,B,MORTGAGE,80004.0,26,0-15,11-13.5
0,25000,D,RENT,79416.0,23,0-15,13.5+
0,9600,A,RENT,37595.0,27,0-15,0-8
0,4800,A,RENT,8e4,49,0-15,0-8
0,5000,B,RENT,48200.0,24,0-15,8-11
0,1200,A,MORTGAGE,48e3,24,0-15,0-8
0,6000,B,MORTGAGE,115e3,26,0-15,8-11
0,4000,A,MORTGAGE,71e3,29,0-15,0-8
0,6000,A,MORTGAGE,57e3,30,0-15,0-8
1,5275,C,RENT,15600.0,29,0-15,13.5+
0,6000,B,RENT,36e3,21,0-15,11-13.5
0,4000,A,RENT,21600.0,41,0-15,0-8
0,10000,C,MORTGAGE,97800.0,54,0-15,11-13.5
0,24250,B,MORTGAGE,126696.0,35,30-45,8-11
0,15800,C,RENT,55e3,30,15-30,13.5+
0,7200,B,MORTGAGE,102e3,24,0-15,Missing
0,5000,B,MORTGAGE,12e4,30,0-15,8-11
0,13500,A,RENT,1e5,26,0-15,0-8
0,2500,B,MORTGAGE,66800.0,26,0-15,11-13.5
1,3000,B,RENT,18e3,22,0-15,11-13.5
0,25000,B,RENT,84996.0,36,0-15,11-13.5
1,15000,D,RENT,54e3,31,0-15,13.5+
0,20000,A,RENT,25e4,36,0-15,0-8
0,5000,B,OWN,57e3,29,0-15,11-13.5
0,3000,A,MORTGAGE,55e3,26,30-45,0-8
0,12000,C,OWN,57e3,25,0-15,11-13.5
0,6000,B,MORTGAGE,46097.0,28,15-30,8-11
0,10500,A,MORTGAGE,75e3,28,0-15,Missing
0,5000,E,MORTGAGE,13e4,34,0-15,13.5+
0,6000,B,RENT,27600.0,22,0-15,8-11
0,6550,A,RENT,42e3,27,0-15,0-8
0,3250,D,RENT,18996.0,33,0-15,13.5+
0,2000,C,RENT,26496.0,23,0-15,13.5+
0,4800,A,RENT,92e3,48,0-15,0-8
0,22750,B,MORTGAGE,80004.0,28,0-15,11-13.5
0,8000,C,MORTGAGE,54996.0,23,30-45,13.5+
1,5000,D,RENT,59e3,26,0-15,13.5+
0,6000,C,OWN,31200.0,27,0-15,13.5+
0,14000,B,OWN,38e3,21,0-15,11-13.5
1,2500,C,RENT,52180.0,24,0-15,13.5+
0,1000,C,RENT,73e3,28,0-15,Missing
1,7000,B,OWN,24e3,23,0-15,11-13.5
0,4000,B,RENT,4e4,22,0-15,11-13.5
1,2700,B,RENT,24e3,23,0-15,8-11
0,8000,C,RENT,48e3,30,0-15,11-13.5
0,6000,D,RENT,36e3,23,0-15,13.5+
0,6000,B,OWN,24e3,22,0-15,11-13.5
0,12000,C,RENT,67e3,27,0-15,11-13.5
0,10000,B,MORTGAGE,28644.0,23,0-15,8-11
0,4000,B,MORTGAGE,6e4,24,0-15,11-13.5
0,7000,B,MORTGAGE,65e3,36,0-15,11-13.5
1,7600,C,RENT,67680.0,25,0-15,11-13.5
1,22000,C,MORTGAGE,83200.0,23,0-15,11-13.5
0,5000,B,MORTGAGE,72e3,22,0-15,Missing
1,5000,D,RENT,18600.0,28,0-15,Missing
0,8500,C,RENT,3e4,25,0-15,13.5+
0,15000,D,MORTGAGE,14e4,23,0-15,13.5+
0,25000,D,MORTGAGE,12e4,27,0-15,13.5+
0,4800,C,OWN,48279.6,39,0-15,13.5+
0,6500,C,MORTGAGE,55e3,32,0-15,13.5+
0,5000,C,OWN,2e4,22,0-15,13.5+
0,8000,D,MORTGAGE,46680.0,37,0-15,13.5+
0,6500,A,OWN,75200.0,24,0-15,0-8
0,8000,A,RENT,46e3,30,0-15,0-8
0,2000,A,RENT,33e3,22,0-15,Missing
0,3500,C,MORTGAGE,125e3,29,0-15,13.5+
0,10000,C,MORTGAGE,38400.0,26,Missing,13.5+
0,11000,A,MORTGAGE,42e3,23,0-15,0-8
0,6000,B,MORTGAGE,63996.0,24,0-15,8-11
0,19750,B,MORTGAGE,74700.0,24,0-15,11-13.5
0,16000,C,MORTGAGE,35004.0,28,0-15,11-13.5
0,8500,A,OWN,36e3,23,0-15,0-8
0,6000,B,RENT,5e4,21,0-15,8-11
0,4000,C,MORTGAGE,45e3,26,0-15,13.5+
0,13750,A,RENT,35e3,25,0-15,0-8
1,15000,B,RENT,48564.0,30,0-15,8-11
0,8000,B,RENT,62e3,36,0-15,11-13.5
0,4800,A,RENT,65e3,24,0-15,0-8
0,6400,C,RENT,31836.0,26,0-15,13.5+
0,6000,A,MORTGAGE,7e4,23,0-15,0-8
0,7000,A,MORTGAGE,8e4,26,0-15,0-8
1,8000,B,OWN,4e4,25,0-15,8-11
0,4000,A,RENT,68e3,25,0-15,0-8
0,20000,B,MORTGAGE,72e3,30,0-15,8-11
0,9250,A,MORTGAGE,7e4,38,0-15,0-8
0,1700,C,RENT,4e4,28,0-15,Missing
0,12000,A,MORTGAGE,12e4,24,0-15,0-8
0,1000,C,RENT,34800.0,25,0-15,13.5+
0,24250,E,RENT,68400.0,25,0-15,13.5+
0,12000,B,RENT,36e3,22,0-15,11-13.5
0,10000,C,RENT,3e4,22,0-15,13.5+
1,4000,B,MORTGAGE,75e3,27,0-15,11-13.5
0,8000,B,OWN,33e3,25,0-15,8-11
0,15000,A,OWN,63e3,29,15-30,Missing
0,3500,C,RENT,48e3,23,0-15,13.5+
0,5600,B,MORTGAGE,53004.0,27,0-15,11-13.5
0,2400,A,RENT,52e3,25,0-15,0-8
0,2500,A,RENT,34800.0,23,30-45,0-8
0,4975,C,MORTGAGE,17760.0,22,0-15,Missing
0,2000,B,MORTGAGE,96e3,24,15-30,8-11
0,17600,D,MORTGAGE,156996.0,25,0-15,13.5+
0,3300,A,MORTGAGE,67e3,35,0-15,0-8
0,4000,C,OWN,39996.0,31,0-15,13.5+
0,18000,A,RENT,82500.0,48,0-15,0-8
0,1800,A,MORTGAGE,58e3,29,0-15,0-8
0,5000,B,RENT,48e3,32,0-15,11-13.5
1,25000,D,MORTGAGE,91200.0,33,0-15,13.5+
0,15000,B,RENT,44e3,29,0-15,11-13.5
0,10000,B,RENT,65488.0,23,0-15,11-13.5
0,2000,D,RENT,42e3,33,0-15,Missing
0,10000,C,OWN,6e4,33,Missing,13.5+
0,24000,D,RENT,62400.0,22,0-15,13.5+
0,4300,B,RENT,23e3,25,0-15,11-13.5
0,7500,C,MORTGAGE,34400.0,27,Missing,Missing
0,6000,B,RENT,39e3,21,0-15,8-11
0,25000,B,MORTGAGE,11e4,25,0-15,11-13.5
0,1800,A,MORTGAGE,99e3,23,0-15,0-8
0,4500,B,RENT,24e3,22,0-15,11-13.5
0,1200,E,RENT,54096.0,28,0-15,13.5+
0,4000,B,RENT,18e3,24,0-15,Missing
0,2000,D,MORTGAGE,36120.0,27,0-15,13.5+
1,1500,B,RENT,3e4,29,0-15,11-13.5
0,5000,E,RENT,35e3,36,0-15,13.5+
0,4000,B,RENT,15e3,31,0-15,11-13.5
0,12000,D,MORTGAGE,11e4,27,0-15,13.5+
0,9600,C,RENT,42e3,42,0-15,11-13.5
1,1200,C,RENT,26400.0,23,0-15,13.5+
0,20000,B,MORTGAGE,69e3,25,0-15,8-11
0,5000,C,RENT,42996.0,27,0-15,13.5+
0,8000,D,RENT,45e3,41,0-15,13.5+
0,15000,B,MORTGAGE,65e3,25,0-15,11-13.5
0,6000,A,MORTGAGE,51996.0,22,0-15,0-8
0,5000,C,OWN,44e3,26,15-30,Missing
0,2400,D,MORTGAGE,126e3,38,0-15,Missing
0,13800,A,MORTGAGE,125600.0,28,0-15,0-8
0,1800,A,RENT,33660.0,24,0-15,0-8
0,6000,A,MORTGAGE,39600.0,23,0-15,0-8
0,9000,A,MORTGAGE,79e3,27,0-15,0-8
0,2000,B,MORTGAGE,30720.0,25,0-15,11-13.5
0,15000,B,RENT,51e3,24,0-15,11-13.5
1,19750,D,MORTGAGE,55e3,28,0-15,13.5+
0,18550,A,RENT,103e3,37,0-15,0-8
1,2500,D,RENT,10800.0,35,Missing,13.5+
0,6000,B,OWN,51e3,24,0-15,8-11
0,5000,C,RENT,30240.0,30,0-15,13.5+
0,9000,C,RENT,40020.0,32,0-15,13.5+
1,10000,A,MORTGAGE,135e3,31,0-15,0-8
1,4750,C,OWN,10400.0,27,Missing,13.5+
0,2400,E,RENT,35004.0,30,0-15,13.5+
0,3000,C,RENT,21600.0,35,0-15,13.5+
0,2500,A,OWN,9900.0,21,0-15,0-8
0,8000,A,MORTGAGE,6e4,28,0-15,0-8
0,11000,A,OWN,67656.0,34,30-45,0-8
0,10000,A,RENT,73e3,25,0-15,0-8
0,4000,A,MORTGAGE,85e3,25,0-15,0-8
0,3000,B,RENT,24996.0,21,0-15,11-13.5
0,10000,B,MORTGAGE,74004.0,29,0-15,11-13.5
0,2500,C,RENT,27e3,26,0-15,13.5+
0,10000,A,MORTGAGE,9e4,27,0-15,0-8
0,5500,A,MORTGAGE,126e3,27,15-30,0-8
0,1300,C,RENT,45e3,24,0-15,13.5+
0,3200,A,MORTGAGE,48e3,23,0-15,0-8
0,1500,C,RENT,48720.0,24,0-15,13.5+
0,7200,A,MORTGAGE,69e3,24,0-15,0-8
0,4000,A,RENT,42e3,33,0-15,0-8
0,18000,B,OWN,81120.0,30,0-15,8-11
0,8400,B,RENT,32e3,22,0-15,11-13.5
0,5000,C,RENT,87e3,36,0-15,13.5+
0,7000,C,RENT,19200.0,21,0-15,13.5+
0,8500,C,OWN,39e3,25,0-15,13.5+
0,3000,D,MORTGAGE,62e3,29,0-15,13.5+
0,10000,A,MORTGAGE,103e3,28,0-15,0-8
0,6000,A,RENT,155e3,30,0-15,0-8
0,10000,B,OWN,3e5,26,0-15,8-11
0,6925,A,RENT,39500.0,30,0-15,0-8
0,10000,D,RENT,25920.0,23,0-15,13.5+
0,8000,B,RENT,92004.0,23,0-15,11-13.5
0,2000,C,RENT,4e4,21,0-15,13.5+
1,18250,E,MORTGAGE,48e3,24,Missing,13.5+
0,2800,A,MORTGAGE,52800.0,46,0-15,0-8
1,14000,A,RENT,30548.0,27,0-15,0-8
1,11200,C,RENT,34800.0,31,0-15,11-13.5
1,1750,C,MORTGAGE,38400.0,21,0-15,13.5+
0,6000,A,MORTGAGE,75e3,34,0-15,0-8
0,5000,A,RENT,50004.0,24,0-15,0-8
0,8500,C,MORTGAGE,63600.0,33,Missing,11-13.5
0,12000,A,MORTGAGE,170004.0,33,15-30,0-8
0,6400,A,MORTGAGE,33600.0,27,Missing,0-8
0,12250,A,MORTGAGE,6e4,30,0-15,0-8
0,3000,A,OWN,42e3,24,0-15,0-8
0,8000,A,RENT,67000.08,26,0-15,0-8
0,6000,C,RENT,56160.0,31,0-15,13.5+
0,7000,A,MORTGAGE,6e4,24,0-15,0-8
0,8000,A,RENT,68500.0,37,0-15,0-8
0,5000,C,RENT,51996.0,28,0-15,Missing
0,8000,D,RENT,25e3,27,0-15,13.5+
0,2250,B,RENT,42e3,26,0-15,8-11
0,4000,C,MORTGAGE,4e4,29,0-15,13.5+
0,15000,B,MORTGAGE,75744.0,24,0-15,8-11
0,12500,A,RENT,7e4,24,0-15,0-8
0,8000,C,RENT,25e3,23,0-15,13.5+
0,3300,A,MORTGAGE,35004.0,48,0-15,0-8
0,2200,C,RENT,12e3,21,0-15,Missing
0,14000,B,MORTGAGE,43900.0,27,0-15,8-11
0,10000,A,RENT,38244.0,24,0-15,0-8
0,8500,A,RENT,21e3,22,0-15,0-8
1,8000,A,MORTGAGE,54e3,31,0-15,0-8
0,24000,B,RENT,8e4,24,0-15,8-11
1,8400,D,RENT,13e4,23,0-15,13.5+
0,5600,D,RENT,75e3,25,0-15,13.5+
0,8550,A,RENT,66e3,23,0-15,0-8
0,5000,B,RENT,42996.0,25,0-15,8-11
1,10000,C,MORTGAGE,62e3,24,0-15,13.5+
0,13000,A,MORTGAGE,14e4,33,0-15,0-8
0,10000,E,RENT,7e4,35,0-15,13.5+
0,23050,C,MORTGAGE,2e5,25,15-30,13.5+
0,11000,B,RENT,69996.0,24,0-15,11-13.5
1,6000,D,MORTGAGE,65827.0,47,0-15,13.5+
0,5800,C,RENT,18e3,21,0-15,13.5+
0,14400,A,MORTGAGE,117e3,26,0-15,Missing
0,12000,C,OWN,56004.0,22,0-15,13.5+
0,3000,C,RENT,14400.0,32,0-15,13.5+
0,6000,D,RENT,69400.0,26,0-15,13.5+
0,7800,D,RENT,6e4,34,0-15,13.5+
0,4000,B,MORTGAGE,5e4,23,0-15,11-13.5
0,3000,A,RENT,4e4,30,0-15,0-8
0,7000,A,MORTGAGE,45673.92,22,0-15,0-8
1,5600,B,RENT,72e3,23,0-15,11-13.5
0,6000,B,RENT,53e3,24,0-15,11-13.5
0,10000,C,MORTGAGE,52e3,32,0-15,13.5+
0,5000,A,RENT,25e3,24,0-15,0-8
0,12000,A,MORTGAGE,16e4,32,0-15,0-8
0,15000,A,RENT,12e4,24,0-15,Missing
0,18000,C,MORTGAGE,96300.0,30,0-15,13.5+
0,12000,B,MORTGAGE,6e4,35,0-15,8-11
0,2500,C,RENT,42e3,23,0-15,13.5+
1,6000,B,RENT,81e3,27,0-15,11-13.5
0,6000,B,MORTGAGE,92e3,31,0-15,11-13.5
0,4800,B,RENT,69e3,23,0-15,8-11
0,2000,A,RENT,37315.0,25,0-15,0-8
0,13600,D,MORTGAGE,9e4,28,0-15,13.5+
0,20000,B,MORTGAGE,94692.0,22,0-15,11-13.5
0,6000,B,MORTGAGE,225e3,28,0-15,11-13.5
0,25000,D,RENT,78e3,27,0-15,13.5+
0,20000,C,MORTGAGE,122e3,25,15-30,11-13.5
0,18200,A,MORTGAGE,61e3,22,0-15,0-8
0,5500,B,MORTGAGE,27996.0,22,0-15,8-11
0,6000,A,MORTGAGE,65e3,34,0-15,0-8
0,4000,A,OWN,28e3,21,0-15,0-8
0,18000,A,MORTGAGE,95e3,24,0-15,0-8
0,8000,B,RENT,46875.0,31,0-15,Missing
0,12000,B,RENT,62e3,38,0-15,Missing
0,2500,D,RENT,54e3,23,0-15,13.5+
0,7600,A,OWN,48e3,38,Missing,0-8
0,4975,A,RENT,75e3,24,0-15,0-8
0,10000,A,RENT,4e4,48,0-15,Missing
0,6000,C,RENT,75e3,23,0-15,13.5+
0,24000,A,MORTGAGE,72e3,29,0-15,0-8
0,17000,B,RENT,115e3,32,15-30,11-13.5
0,8000,B,RENT,57996.0,34,0-15,11-13.5
0,5700,C,MORTGAGE,44e3,27,0-15,11-13.5
0,1000,D,RENT,12e3,28,0-15,13.5+
0,5000,C,MORTGAGE,64e3,28,0-15,11-13.5
0,6000,B,MORTGAGE,141600.0,36,0-15,11-13.5
0,5000,A,MORTGAGE,6e4,24,0-15,0-8
0,6000,A,RENT,52e3,28,0-15,0-8
1,14500,D,MORTGAGE,89e3,25,0-15,13.5+
0,24000,E,RENT,97e3,30,0-15,13.5+
0,5000,D,MORTGAGE,5e4,34,0-15,Missing
0,1600,C,RENT,86e3,32,0-15,11-13.5
0,15200,C,MORTGAGE,120999.96,33,0-15,13.5+
0,4500,B,RENT,45600.0,37,0-15,11-13.5
0,18000,C,RENT,61500.0,25,0-15,11-13.5
0,10000,A,RENT,4e4,22,0-15,0-8
0,2950,A,MORTGAGE,35e3,24,0-15,Missing
0,6000,A,RENT,36e3,23,15-30,0-8
0,8000,B,RENT,12e4,25,0-15,Missing
0,10000,A,RENT,11e4,23,0-15,0-8
0,17000,B,MORTGAGE,62e3,31,0-15,Missing
0,8000,A,RENT,54e3,24,0-15,0-8
0,3600,D,RENT,39996.0,35,0-15,13.5+
0,10000,B,RENT,83004.0,28,0-15,11-13.5
0,8700,A,OWN,65e3,25,0-15,0-8
0,12000,B,RENT,33600.0,21,0-15,11-13.5
0,5000,B,RENT,64151.0,24,0-15,11-13.5
0,9000,D,MORTGAGE,57204.0,22,0-15,13.5+
0,9600,D,RENT,55e3,22,0-15,Missing
0,4500,A,MORTGAGE,55e3,31,0-15,0-8
0,11250,C,MORTGAGE,43500.0,30,0-15,13.5+
0,3000,C,RENT,31200.0,29,0-15,Missing
0,4900,A,RENT,23350.0,28,0-15,0-8
1,2000,D,RENT,45e3,22,0-15,13.5+
0,4650,B,MORTGAGE,3e4,34,0-15,Missing
0,3000,C,MORTGAGE,33e3,23,0-15,13.5+
0,9000,A,MORTGAGE,68500.0,26,0-15,0-8
